fid,id,left,top,right,bottom,row_index,col_index,X,elv_cls,KG_cl_1,KG_cl_2,KG_cl_3,KG_c_1_,lnd_cv_,lnd_c__,bm_clss,bm_shr_,IPCC_r_,_count,_sum,layer,path,IPCC_r__count
442,1007821,169.75,-45,170,-45.25,540,1399,220810,400-800,C,Cf,Cfb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NZ,0,0,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,21
443,633780,40,45.25,40.25,45,179,880,122024,0-100,C,Cf,Cfa,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EEU,29,28,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,2093
444,850802,115.25,-30.25,115.5,-30.5,481,1181,189046,100-400,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SAU,11,11,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,634
445,216199,-105,40.5,-104.75,40.25,198,300,20340,800-1500,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,CNA,32,32,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,2047
446,185269,-115.75,33,-115.5,32.75,228,257,12634,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,NCA,3,1,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,179
447,570733,18,-33,18.25,-33.25,492,792,92264,0-100,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WSAF,0,0,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,51
448,847913,114.25,-28,114.5,-28.25,472,1177,187987,100-400,B,BS,BSh,Arid,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,CAU,0,0,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,25
449,259423,-90,34.5,-89.75,34.25,222,360,31406,0-100,C,Cf,Cfa,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ENA,73,73,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,1504
450,734590,75,42.75,75.25,42.5,189,1020,150441,1500-3000,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ECA,2,1,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,76
451,311366,-72,8.75,-71.75,8.5,325,432,43277,0-100,A,Af,Af,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NSA,0,0,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,15
452,308675,-73,-38.5,-72.75,-38.75,514,428,41985,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SWS,12,3,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,80
453,170055,-121,56.5,-120.75,56.25,134,236,9606,400-800,D,Df,Dfb,Continental,Croplands,Croplands,Boreal Forests/Taiga,B. Forests,NWN,5,4,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,502
454,336764,-63.25,-40.75,-63,-41,523,467,53741,0-100,B,BS,BSk,Arid,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,SSA,0,0,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,3
455,507048,-4,48.25,-3.75,48,167,704,73696,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,WCE,199,199,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,5271
456,691357,60,51,60.25,50.75,156,960,139277,100-400,D,Df,Dfa,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WSB,79,79,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,2135
457,469741,-17,15,-16.75,14.75,300,652,68228,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAH,0,0,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,22
458,602309,29,-7,29.25,-7.25,388,836,108263,1500-3000,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,SEAF,27,15,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,154
459,328793,-66,-28,-65.75,-28.25,472,456,50896,1500-3000,B,BS,BSk,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SES,130,44,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,1729
460,734640,75,30.25,75.25,30,239,1020,150392,100-400,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,TIB,2,0,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,285
461,606553,30.5,12,30.75,11.75,312,842,110416,400-800,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,NEAF,9,3,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,173
462,277471,-83.75,22.5,-83.5,22.25,270,385,34917,0-100,A,Am,Am,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,CAR,7,4,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,104
463,337400,-63,-19.75,-62.75,-20,439,468,54068,400-800,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAM,8,5,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,555
464,469742,-17,14.75,-16.75,14.5,301,652,68227,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,WAF,3,0,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,57
465,163624,-123.25,44.25,-123,44,183,227,8357,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WNA,1,1,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,165
466,892980,130,45.25,130.25,45,179,1240,202656,400-800,D,Dw,Dwb,Continental,Croplands,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,RFE,1,1,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,177
467,216160,-105,50.25,-104.75,50,159,300,20379,400-800,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NEN,2,0,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,254
468,713054,67.5,26.75,67.75,26.5,253,990,144390,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,SAS,26,2,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,3119
469,811697,101.75,26,102,25.75,256,1127,175364,800-1500,C,Cw,Cwa,Temperate,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,EAS,53,3,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,3547
470,940093,146.25,-33,146.5,-33.25,492,1305,214884,100-400,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EAU,25,7,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,107
471,374840,-50,-19.75,-49.75,-20,439,520,63648,400-800,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,NES,36,33,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,1185
472,492692,-9,37.25,-8.75,37,211,684,70615,0-100,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,MED,41,0,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,2067
473,235733,-98.25,17,-98,16.75,292,327,25770,800-1500,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,SCA,17,8,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,148
474,490472,-9.75,52.25,-9.5,52,151,681,70270,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,NEU,49,1,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,651
475,790856,94.5,16.25,94.75,16,295,1098,167837,0-100,A,Am,Am,Tropical,Croplands,Croplands,Mangroves,Mangroves,SEA,132,37,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,882
476,777749,90,53,90.25,52.75,148,1080,164049,400-800,D,Dw,Dwc,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ESB,16,5,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,603
477,633812,40,37.25,40.25,37,211,880,122001,400-800,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WCA,15,1,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,1021
478,285498,-81,-4.25,-80.75,-4.5,377,396,36322,100-400,B,BS,BSh,Arid,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NWS,4,1,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,146
479,592291,25.5,-22.5,25.75,-22.75,450,822,103035,800-1500,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,ESAF,2,1,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,67
480,1007821,169.75,-45,170,-45.25,540,1399,220810,400-800,C,Cf,Cfb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NZ,6,0,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,21
481,633780,40,45.25,40.25,45,179,880,122024,0-100,C,Cf,Cfa,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EEU,22,9,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,2093
482,850802,115.25,-30.25,115.5,-30.5,481,1181,189046,100-400,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SAU,59,4,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,634
483,216199,-105,40.5,-104.75,40.25,198,300,20340,800-1500,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,CNA,35,3,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,2047
484,185269,-115.75,33,-115.5,32.75,228,257,12634,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,NCA,22,4,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,179
485,570733,18,-33,18.25,-33.25,492,792,92264,0-100,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WSAF,0,0,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,51
486,847913,114.25,-28,114.5,-28.25,472,1177,187987,100-400,B,BS,BSh,Arid,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,CAU,0,0,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,25
487,259423,-90,34.5,-89.75,34.25,222,360,31406,0-100,C,Cf,Cfa,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ENA,25,0,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,1504
488,734590,75,42.75,75.25,42.5,189,1020,150441,1500-3000,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ECA,4,0,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,76
489,311366,-72,8.75,-71.75,8.5,325,432,43277,0-100,A,Af,Af,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NSA,1,1,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,15
490,308675,-73,-38.5,-72.75,-38.75,514,428,41985,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SWS,0,0,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,80
491,170055,-121,56.5,-120.75,56.25,134,236,9606,400-800,D,Df,Dfb,Continental,Croplands,Croplands,Boreal Forests/Taiga,B. Forests,NWN,1,0,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,502
492,336764,-63.25,-40.75,-63,-41,523,467,53741,0-100,B,BS,BSk,Arid,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,SSA,1,0,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,3
493,507048,-4,48.25,-3.75,48,167,704,73696,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,WCE,106,4,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,5271
494,691357,60,51,60.25,50.75,156,960,139277,100-400,D,Df,Dfa,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WSB,29,0,C3 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 negative.gpkg|layername=C3 negative,2135
495,469741,-17,15,-16.75,14.75,300,652,68228,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAH,0,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,22
496,602309,29,-7,29.25,-7.25,388,836,108263,1500-3000,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,SEAF,27,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,154
497,328793,-66,-28,-65.75,-28.25,472,456,50896,1500-3000,B,BS,BSk,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SES,130,1,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,1729
498,734640,75,30.25,75.25,30,239,1020,150392,100-400,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,TIB,2,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,285
499,606553,30.5,12,30.75,11.75,312,842,110416,400-800,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,NEAF,9,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,173
500,277471,-83.75,22.5,-83.5,22.25,270,385,34917,0-100,A,Am,Am,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,CAR,7,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,104
501,337400,-63,-19.75,-62.75,-20,439,468,54068,400-800,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAM,8,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,555
502,469742,-17,14.75,-16.75,14.5,301,652,68227,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,WAF,3,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,57
503,163624,-123.25,44.25,-123,44,183,227,8357,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WNA,1,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,165
504,892980,130,45.25,130.25,45,179,1240,202656,400-800,D,Dw,Dwb,Continental,Croplands,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,RFE,1,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,177
505,216160,-105,50.25,-104.75,50,159,300,20379,400-800,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NEN,2,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,254
506,713054,67.5,26.75,67.75,26.5,253,990,144390,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,SAS,26,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,3119
507,811697,101.75,26,102,25.75,256,1127,175364,800-1500,C,Cw,Cwa,Temperate,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,EAS,53,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,3547
508,940093,146.25,-33,146.5,-33.25,492,1305,214884,100-400,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EAU,25,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,107
509,374840,-50,-19.75,-49.75,-20,439,520,63648,400-800,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,NES,36,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,1185
510,492692,-9,37.25,-8.75,37,211,684,70615,0-100,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,MED,41,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,2067
511,235733,-98.25,17,-98,16.75,292,327,25770,800-1500,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,SCA,17,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,148
512,490472,-9.75,52.25,-9.5,52,151,681,70270,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,NEU,49,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,651
513,790856,94.5,16.25,94.75,16,295,1098,167837,0-100,A,Am,Am,Tropical,Croplands,Croplands,Mangroves,Mangroves,SEA,132,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,882
514,777749,90,53,90.25,52.75,148,1080,164049,400-800,D,Dw,Dwc,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ESB,16,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,603
515,633812,40,37.25,40.25,37,211,880,122001,400-800,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WCA,15,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,1021
516,285498,-81,-4.25,-80.75,-4.5,377,396,36322,100-400,B,BS,BSh,Arid,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NWS,4,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,146
517,592291,25.5,-22.5,25.75,-22.75,450,822,103035,800-1500,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,ESAF,2,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,67
518,1007821,169.75,-45,170,-45.25,540,1399,220810,400-800,C,Cf,Cfb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NZ,6,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,21
519,633780,40,45.25,40.25,45,179,880,122024,0-100,C,Cf,Cfa,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EEU,22,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,2093
520,850802,115.25,-30.25,115.5,-30.5,481,1181,189046,100-400,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SAU,59,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,634
521,216199,-105,40.5,-104.75,40.25,198,300,20340,800-1500,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,CNA,35,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,2047
522,185269,-115.75,33,-115.5,32.75,228,257,12634,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,NCA,22,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,179
523,570733,18,-33,18.25,-33.25,492,792,92264,0-100,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WSAF,0,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,51
524,847913,114.25,-28,114.5,-28.25,472,1177,187987,100-400,B,BS,BSh,Arid,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,CAU,0,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,25
525,259423,-90,34.5,-89.75,34.25,222,360,31406,0-100,C,Cf,Cfa,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ENA,25,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,1504
526,734590,75,42.75,75.25,42.5,189,1020,150441,1500-3000,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ECA,4,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,76
527,311366,-72,8.75,-71.75,8.5,325,432,43277,0-100,A,Af,Af,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NSA,1,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,15
528,308675,-73,-38.5,-72.75,-38.75,514,428,41985,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SWS,0,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,80
529,170055,-121,56.5,-120.75,56.25,134,236,9606,400-800,D,Df,Dfb,Continental,Croplands,Croplands,Boreal Forests/Taiga,B. Forests,NWN,1,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,502
